brands_tag,brands,sample_codes,count,row_number
les-braserades,Les Brasérades,"[3387620059760, 3387620059784, 3387620061992, 3387620052488, 3387620015124, 3387620060155, 2225687031422, 3387620063439, 3387620051450, 3387620060247, 2225687038704, 3387620014899, 2491314051303, 3303620061961, 3387620032237, 3387620062579, 2600457014315, 3387620030066, 2238769021914, 2238769026445]",88,1
machandel,Machandel,"[8713938003068, 8713938003938, 8713938000463, 8713938002283, 8713938002634, 8713938001873, 8713938000074, 8713938000487, 8713938003600, 8713938004102, 8713938003464, 8713938003594, 8713938001699, 8713938003341, 8713938001811, 8713938002238, 8713938000456, 8713938003563, 8713938000739, 8713938000579]",88,1
delikato,Delikato,"[4061458029698, 22020208, 4061459278019, 4061462312878, 2779862020409, 8606102569005, 8606110488602, 8606110488619, 0104716018356, 4061458170574, 4061458165778, 29085002, 24075268, 03296585, 4061458285933, 4061462452390, 2779866020344, 8606106296280, 8606110422187, 4061458165792]",88,1
lifeway,Lifeway,"[0017077104081, 0017077076081, 0017077146326, 0017077149327, 0017077620352, 0017077303354, 0017077620321, 0017077077088, 0017077501323, 0017077624329, 0017077179324, 0017077619080, 52565236, 0017077408165, 0017077021067, 0017077032353, 0017077301084, 0017077074322, 0017077032308, 0017077623322]",88,1
ab,AB,"[5202336118243, 5202336122707, 4710088432933, 5202336098439, 5202336136711, 5202336038312, 5202336151011, 5202336019946, 5202336136407, 5202336118007, 5202336122547, 5202336058310, 5202336006052, 5202336124077, 5202336095681, 5202336070343, 5202336137176, 5201953990713, 5202336155699, 5202336135097]",88,1
butlers,Butlers,"[8715415457999, 5099466177000, 5099466113398, 0844984176104, 0844984176197, 5099466168206, 5099466194144, 5099466107076, 5099466163553, 5099466175310, 5099466163638, 5099466109544, 5099466177178, 5099466194083, 5099466168022, 5099466177116, 5099466176249, 5099466113152, 5099466209060, 5099466113091]",88,1
familia,Familia,"[7610023011735, 7610023000104, 7610023000081, 7610023010349, 7610023050048, 8606018617593, 5566502180701, 7610023001859, 7610023002818, 7610023011711, 7610023050932, 0853910006408, 7610023002627, 7610023002368, 7610023050864, 5997946508019, 8606018616435, 8606018612901, 4610693000247, 6161100450134]",88,1
bennati,Bennati,"[8055349409146, 8059307994095, 8055349410791, 8055349400112, 8055349412276, 5350066500088, 8059307994040, 8055349405421, 8055349410425, 8055349407807, 8055349403748, 8059307990677, 8055349405414, 8055349411262, 8059307990271, 8059307990028, 8055349400815, 8055349411170, 8059307990189, 8055349409184]",88,1
butterball,Butterball,"[484240725568414015, 0022655000624, 0022655721604, 0022655728993, 05656510, 0022655305729, 0022655501183, 0022655601074, 0022655709633, 0022655715443, 0022655241263, 0022655274872, 0022655306054, 0022655723981, 0065822470158, 0022655101635, 0005535306306, 0251386413728, 0205501522130, 0065822976117]",88,1
flav-r-pac,Flav-r-pac,"[0048800145279, 0048800222253, 0048800209308, 0048800168155, 0048800043537, 0048800045036, 0048800062033, 0048800031602, 0048800013592, 0048800108915, 0048800114046, 0048800152048, 0004880022002, 0048800302627, 0048800381219, 0048800170592, 0048800173487, 0048800156114, 0048800038601, 0048800031589]",88,1
jimmy-john-s,Jimmy John's,"[0037578620729, 618077204406527075120, 7371714883406804180, 1025296764638877489031095, 298964274548094781601, 907755417152675297, 40812754587204115477, 21206264194009994, 265120649416662135, 78944920524103624, 141689122472809379935178, 2608794423674682828222, 99231184179466727568, 7269840873328501573, 814526048587010170, 9032640947107650102272288, 4926474749742007770075, 1650013634815384161286, 101642404582938812, 578915409081730785]",88,1
alpen,Alpen,"[5010029226362, 80097761, 0055112175344, 5010029025705, 5010029201246, 5010029203875, 5010029213379, 5010029220155, 5010029223477, 61616363, 80604457, 5010029226133, 14496370, 5010029222876, 2020000135814, 5010029226218, 5010029226263, 0055712025711, 5010029201918, 5010029211061]",88,1
bonomelli,Bonomelli,"[8001840380873, 8001840310016, 8001840380835, 8001840386738, 8001840387032, 8001840386677, 8001840386790, 8001160000871, 8001840382075, 8001840386691, 8001840385991, 3048910630044, 8001840389616, 8001840381573, 8001840311099, 8001840381436, 3048840381436, 8001840389913, 8001840030358, 8001840380057]",88,1
vital,Vital,"[9100000862248, 00020191, 5411588271006, 5900446014836, 7898103550323, 9321582008057, 00687263, 6192421105120, 0064042557281, 7750727010952, 12142247, 20849368, 9100000717043, 0101790166511, 9100000715728, 9100000819549, 5906395431137, 6135418000329, 8600109151201, 7898103550859]",88,1
appel,Appel,"[4020500966114, 4020500966251, 4020500965704, 4020500960808, 4020500930177, 4020500966060, 4020500966732, 4020500966749, 4020500977325, 4020500922240, 4020500922752, 4020500922059, 4020500967210, 4020500966619, 4020500939415, 4020500966206, 4020500921700, 4020500956412, 4020500964158, 0074027007632]",88,1
sparkling-ice,Sparkling Ice,"[0016571952112, 0016571956509, 0016571957438, 0016571956363, 0016571956486, 0016571959203, 0016571958626, 0016571951580, 0016571951665, 0016571952044, 0016571956707, 0016571953386, 0016571955472, 0016571960056, 0016571911225, 0016571955144, 0016571955410, 0016571952686, 0016571955366, 0016571940331]",88,1
pics,Pics,"[0041735011084, 0041735056849, 0041735044303, 0041735136657, 0041735004703, 0041735072924, 0041735026781, 0041735080974, 0041735015761, 0041735075635, 0041735074607, 0041735054791, 0041735022523, 0041735013262, 0041735010117, 0041735069467, 0041735059826, 0041735140357, 0041735067364, 0041735064882]",88,1
mizkan,Mizkan,"[0073575299650, 4902106012061, 5060336504035, 0073575273278, 0073575295393, 0073575295423, 0073575543036, 0073575543210, 5060050030575, 0073575221019, 5060336501065, 0073575010781, 0073575011115, 4902106838753, 0073575299674, 0073575278013, 0073575299575, 4902106862710, 5060336505063, 0073575221033]",88,1
vendome,Vendome,"[3596710539383, 3596710539437, 3596710547920, 3596710547890, 3596710397426, 3596710457687, 3596710519965, 3596710519958, 3596710519941, 3596710532087, 3596710532070, 3596710532698, 3596710534111, 3596710449910, 3596710432905, 3596710534081, 3596710539376, 3596710547906, 3596710397723, 3596710439379]",88,1
sanders,Sanders,"[0035900309502, 0035900309694, 0035900310829, 0035900309199, 0035900308550, 0035900279584, 0035900286773, 0035900309700, 0035900153747, 0035900308703, 0035900313011, 0035900311376, 0035900308574, 0035900260193, 0035900301698, 0035900311451, 0035900299520, 0035900312151, 0035900309748, 0035900286322]",88,1
delicia,Delicia,"[20241643, 6111162001171, 7614200128360, 20308346, 6111162000723, 7441000409937, 7441000409944, 7401000809021, 7898190401300, 95113883, 7610200269270, 7613312087077, 20279363, 20291556, 20305314, 20015350, 20106454, 20134464, 20241278, 20220389]",88,1
saveur-d-auge,Saveur d'Auge,"[3454740002171, 3454740004243, 3454740001044, 18375398, 3454740002195, 3454740005578, 3454740009026, 3454740006476, 3454740004694, 3454740008135, 3454740001082, 3454740006261, 3454740006070, 3454740002140, 3454740006292, 3454740004366, 3454740004021, 3454740009507, 3454740008296, 3454740002058]",88,1
maison-francis-miot,Maison Francis Miot,"[3396748500757, 3700416200496, 3396749000171, 3700416202261, 3396744000237, 3396745000380, 3396745000724, 3396745001516, 3396748500887, 3700416220340, 3396745002278, 3396745003923, 3396748500801, 3700416210860, 3700416200892, 3700416202391, 3700416202452, 3396745000977, 3396745100196, 3396748500870]",88,1
juustoportti,Juustoportti,"[6408653124243, 6408653127312, 6408659610900, 6408653126445, 6408653126186, 6408653128395, 6408659990484, 6408653126650, 6408653126896, 6408653126773, 6408653124984, 6408652225064, 6408653126674, 6408659990217, 6408653127886, 6408653126612, 6408659991108, 6408659991290, 6408652226627, 6408653127053]",88,1
garcia-baquero,Garcia Baquero,"[8412289005126, 8412289001784, 8412289005485, 8412289002385, 8412289003047, 2350207003884, 2350207003730, 8412289000879, 8412289000930, 8412289003245, 2350207004089, 2926799005768, 8412289001203, 8412289006680, 8412289006086, 0812315015200, 8412289000947, 8412289002583, 8412289000022, 8412289005218]",88,1
libeert,Libeert,"[5411901063035, 5411901065725, 5411901082586, 5411901701999, 5411901070033, 5411901992267, 5411901082562, 5411901092141, 5411901702941, 5411901040319, 5411901825886, 5411901604153, 5411901701302, 5411901460919, 5411901603477, 5411901604016, 5411901070026, 5411901461121, 5411901958225, 5411901958201]",88,1
meme-georgette,Mémé Georgette,"[3662790002861, 3662790000126, 3662790000409, 3662790001277, 3662790001673, 3662790001727, 3662790002052, 3662790002069, 3662790002083, 3662790002656, 3662790004148, 3662790004209, 3662790004223, 3662790002830, 8609790001314, 3662790000546, 3662790000812, 3662790001307, 3662790001529, 3662790001956]",88,1
s-martino,"S. Martino, Cleca","[8005650019503, 8005650006503, 8005650080466, 8005650016601, 8005650008408, 8005650000303, 8005650060208, 8005650060802, 8005650002307, 8005650046103, 8005650029601, 8005650033004, 8005650081043, 8005650001102, 8005650012306, 8005650081500, 8005650080251, 8005650052203, 8005650001706, 8005650012801]",87,1
sudreau,Sudreau,"[3760094102727, 3760094102116, 3760094100488, 3760094102338, 3760094102253, 3760094102239, 3760094100679, 3760094102406, 3760094104219, 3760094100525, 3760094102604, 3760094102246, 3760094102512, 3760094100327, 3760094101409, 3760094101515, 3760094102505, 3760094101300, 3760094102093, 3760094104042]",87,1
manzanares,Manzanares,"[8414485701642, 8414485242916, 8414485300753, 8414485523800, 8414485742102, 8414485015152, 8414485344405, 8414485724108, 8414485017118, 8414485254100, 8414485102159, 8414485824105, 07566414, 8414485102531, 8414485915407, 8414485121778, 8414485824112, 8414485901639, 8414485094164, 8414485781415]",87,1
poco-loco,Poco Loco,"[5412514999940, 5412512359999, 5412514932657, 5412514250003, 5412514333515, 5412514930370, 03212723, 5412514350000, 5412514555559, 5412514932930, 5412514999889, 5412514936211, 5412514222284, 19434452, 5412514937485, 5412514937188, 5412514932909, 5412514935047, 5412514999896, 23015449]",87,1
pulmuone,Pulmuone,"[0753214109068, 0753214741473, 8801114308288, 0753214740704, 6954463410538, 0753214741497, 0753214006893, 8801114173190, 8801114110287, 8801114153741, 0753214710752, 8801114168448, 8801114110027, 0753214710936, 0753214742630, 8801114142837, 8801114166918, 0673367834375, 0753214741428, 0753214742081]",87,1
4-nutrition,4+ Nutrition,"[8056099402913, 8056099401718, 8056099401145, 8056099404771, 8056099403682, 8056099405358, 8056099401725, 8056099405082, 8056099403552, 8056099403996, 8056099401671, 8056099403279, 8056099403835, 8056099403422, 8056099403002, 8056099405051, 8056099402159, 8056099400407, 0016299405068, 8056099404689]",87,1
classico,Classico,"[0041129000564, 0041129000588, 0057000330231, 0041129230053, 0041129412701, 0041129632604, 0057000330156, 0945550733346, 0057000330330, 0057000330088, 0041129000526, 0041129274606, 0041129412756, 0041129492208, 0041129634608, 0057000012472, 0057000012564, 0041129274705, 0041129444412, 0057000001049]",87,1
east-end,East End,"[5018605001938, 5018605004977, 5018605555806, 5018605007046, 5018605359244, 5018605002034, 5018605241594, 5018605000160, 5018605785159, 5018605688160, 5018605686203, 5018605135626, 5018605827392, 5018605000054, 5018605881608, 5018605773729, 5018605771541, 5018605006292, 5018605718249, 5018605005172]",87,1
aunt-millie-s,"Aunt Millie's,  Aunt Millie's Bakeries","[0007131410200, 0071314002240, 0071314003421, 0071314007245, 0071314008662, 0071314047999, 0071314056199, 0071314056229, 0071314059121, 0071314060769, 0071314103367, 0007131405881, 0071314002356, 0071314008686, 0071314008754, 0071314018807, 0071314044257, 0071314046183, 0071314069199, 0071314069366]",87,1
felicia,Felicia,"[8032804430440, 8032804431683, 8032804431645, 8032804430709, 8032804433069, 0813616020160, 8032804430891, 8032804430778, 8032804431409, 8032804430501, 8032804430624, 8032804430815, 8032804431515, 8032804431591, 8032804431966, 00006107, 8032804431287, 8032804431294, 10656444, 0721450715961]",87,1
chene-d-argent,Chêne d'argent,"[4056489416388, 20611187, 63613346, 32424751, 4056489137535, 4335619019331, 4052917386766, 4056489759805, 4056489564713, 45304569, 20024727, 20619749, 20637408, 4056489361701, 4056489983378, 15653918, 85182752, 4056489728108, 0200570000060, 40878799]",87,1
frederick-s-by-meijer,Frederick's by Meijer,"[0760236666424, 0708820688094, 0760236668183, 0708820294035, 0713733243803, 0708820835924, 0713733172646, 0713733467797, 0708820518698, 0713733460330, 0713733460347, 0760236129837, 0760236667766, 0708820160309, 0708820835948, 0708820331655, 0713733467537, 0708820096882, 0713733467841, 0708820027220]",87,1
aunt-millie-s-bakeries,"Aunt Millie's,  Aunt Millie's Bakeries","[0007131404385, 0071314000475, 0071314007160, 0071314028783, 0071314043915, 0071314046527, 0071314047128, 0071314056182, 0071314069168, 0071314076050, 0071314102216, 0071314001854, 0071314003186, 0071314003414, 0071314033787, 0071314042734, 0071314056151, 0071314058315, 0071314058964, 0071314059114]",87,1
chef-a-casa,Chef a casa,"[8013554109763, 8013554111728, 8013554103242, 8013554112145, 8013554110943, 8013554010021, 8013554109749, 8013554112046, 8013554111292, 8013554112381, 8013554102085, 8013554109374, 8013554103099, 8013554102481, 8013554111360, 8013554100746, 8013554102214, 8013554100616, 8013554112152, 8013554112435]",87,1
ciro,Ciro,"[3760014294938, 3760014294709, 3760014295317, 3760014290084, 3760014291418, 3760014291579, 3760014291944, 3760014294051, 3760014294594, 3760014294853, 12110001, 3760014290176, 3760014290121, 3760014294112, 3760014294167, 3760014291401, 3760014291524, 3760014291562, 3760014291937, 3760014294587]",87,1
fresh-thyme,Fresh Thyme,"[0841330103029, 0814343025190, 0841330108963, 0841330115824, 0850057570144, 0841330124970, 0841330100493, 0841330117989, 0669185317169, 0841330100677, 0841330121788, 0841330114186, 0841330108802, 0841330127537, 0841330106662, 0841330116692, 0841330107997, 0841330100462, 0850057570090, 0841330107546]",87,1
anthon-berg,Anthon Berg,"[5774540872803, 5774540997308, 5774540909509, 5774540989853, 5774540935805, 5774540821108, 5774540840109, 5774540990668, 5774540809908, 5774540810454, 5774540819303, 5774540838151, 5774540132112, 5774540137506, 5774540920504, 5774540997704, 5774540980805, 8770734996208, 5774540825502, 5774540981406]",87,1
cleca,"S. Martino, Cleca","[8005650033004, 8005650081043, 8005650001102, 8005650012306, 8005650081500, 8005650080251, 8005650052203, 8005650001706, 8005650012801, 8005650046202, 8005650012009, 8005650019503, 8005650006503, 8005650080466, 8005650016601, 8005650008408, 8005650000303, 8005650060208, 8005650060802, 8005650002307]",87,1
martin-s,Martin's,"[0075187285205, 0033049109168, 0309441327777, 0033049000144, 0033049000236, 0033049200742, 0658882063035, 0033049003237, 0075185000428, 0075185207001, 92302617000399, 0033049001042, 0033049000168, 0033049000410, 0033049000748, 0033049003626, 0033049105207, 0033049109441, 0033049109458, 0075185000046]",87,1
ubena,Ubena,"[4009600851179, 4009600030352, 4009600032370, 4009600851131, 4009600036156, 4041974038046, 4009600035357, 4009600054822, 4009600851285, 4009600851315, 4009600043253, 4009600031625, 4009600851667, 4009600033957, 40096933, 4009600033186, 4009600034992, 4009600851117, 4009600040269, 4009600853067]",87,1
wonnemeyer,Wonnemeyer,"[4061458009201, 22142153, 22148810, 4061458026710, 4061458026857, 4061458018555, 4061458026819, 22018410, 4061458184328, 4061461670610, 4061458026017, 22125248, 22149176, 22167019, 4061458141222, 4061458027632, 4061458009416, 4047247985352, 4061458273213, 4061458027793]",87,1
la-pasta-di-camerino,La Pasta di Camerino,"[8032605060907, 8032605060068, 8032605066367, 8032605066350, 8032605060587, 8032605060679, 8032605060716, 8032605060709, 8032605066312, 8032605060075, 8032605065858, 8032605066343, 8032605068248, 8032605060563, 8032605064080, 8032605066602, 8032605060990, 8032605065889, 8032605060761, 8032605067760]",87,1
lenny-larry-s,"Lenny & Larry's, LLC.","[0787692870011, 0787692330003, 0787692870028, 0787692303007, 0787692853250, 0787692853243, 0787692843237, 0787692831203, 0787692362103, 1230000066471, 0787692833276, 0787692837663, 0787692340002, 0787692301003, 0787692834624, 0787692835331, 0787692853274, 0787692841004, 0787692842209, 0787692833726]",87,1
phare-d-eckmuhl,Phare d'Eckmühl,"[3263670991321, 3263670007985, 3263670793956, 3263670453010, 3263670798524, 03556633, 3263670008517, 3263670335613, 3263670343526, 3263670552010, 3263670002300, 15407955, 3263670001495, 3263670002942, 3263670011456, 3263670114010, 3263670138016, 3263670235616, 3263670314915, 3263670982510]",87,1
pure-leaf,Pure Leaf,"[8711200454808, 8714100885123, 8714100089712, 0048500202425, 0098000100455, 0048500201503, 0048500204061, 0098000100639, 0012000213489, 8711200483365, 0068400584742, 0098000100431, 0098000100370, 06980605, 0012040003095, 3502110009753, 0012000182846, 0012000142079, 0012000173202, 0048500204078]",87,1
bouquet,Bouquet,"[8412276004910, 8436544808505, 8436544808215, 20395469, 8412276679972, 8412276137533, 8412276359157, 8412276644802, 8412276297435, 8412276263294, 8412276342555, 8412276002343, 8412276069445, 8412276681050, 8412276035457, 8412276004903, 8412276685546, 8412276206987, 8412276498238, 8412276206963]",87,1
llc,"Lenny & Larry's, LLC.","[0787692724000, 0787692892129, 0787692832279, 0787692853236, 1230000066457, 0787692871001, 0787692837656, 0787692843275, 0787692320004, 0787692300006, 0787692725007, 0787692344314, 0787692724062, 1230000066617, 0787692835584, 0787692835591, 0787692835515, 0787692839667, 0787692843220, 0787692832255]",87,1
pacific,Pacific,"[0052603054799, 0052603290111, 0052603054737, 0052603094658, 0052603095020, 0052603095051, 0052603095099, 0740695653555, 3163933642444, 0659204595814, 0659204596033, 0740695699034, 0005260305450, 0052603289207, 0052603054928, 0052603054935, 0052603094795, 0052603094917, 0052603990011, 0072220101447]",87,1
dietaroma,Dietaroma,"[3460341503290, 3460341506628, 3460341505621, 3460341508387, 3460341501531, 3460341503757, 3460341516191, 3460340400187, 3460340400682, 4441915243001, 3460341516740, 3460341515385, 3460341513237, 3460341517761, 3460341513770, 3460341502729, 3460340400163, 3460341513794, 3460340026271, 3460340035518]",86,1
milsa,Milsa,"[23016194, 26056449, 66618621, 37359690, 26041452, 26049540, 26099682, 27006054, 27006214, 27006221, 3047960301379, 0007673932563, 07559617, 85186538, 2006050011810, 2006050021123, 4068261059003, 26027272, 26027296, 27006023]",86,1
vivani,Vivani,"[4044889003246, 4044889003284, 4044889004748, 4044889004472, 4044889002935, 4044889002959, 4044889000344, 4044889001105, 4044889002119, 4044889002577, 4044889002713, 4044889002904, 4044889003208, 4044889004137, 40843087, 4044889004441, 4044889004335, 4044889002539, 8044182001006, 4044889004762]",86,1
pierre-robert-group-as,Pierre robert group as,"[7028414010302, 7028417000034, 7028413001981, 7028413001912, 7028413001929, 7028414010746, 7028415019342, 7028417012532, 7028413004692, 7028413004708, 7028418011565, 7028415036929, 7028415019199, 7028418010339, 7028415036950, 7028415039258, 7028415039272, 7028415019182, 7028413004685, 7028413004739]",86,1
wei-chuan,Wei-Chuan,"[0072869230836, 0072869600042, 0045027274973, 0072869231901, 0072869232298, 0072869234643, 0072869310507, 0072869712721, 0072869621818, 0072869700605, 0072869712684, 0072869463234, 0072869710024, 0072869813176, 0072869710062, 0072869242310, 0072869813169, 0072869712691, 0072869723031, 0072869463630]",86,1
dirk,Dirk,"[8710624365820, 8711842312177, 8710871369893, 8710946476617, 8710871369718, 8710871336390, 8717677769292, 8710871181433, 8710624274665, 8710871207294, 8710871357081, 8710871311939, 8718882104847, 8710871340489, 8710871367127, 8710871181099, 8718989027308, 8710871372138, 8717389359163, 8710871341509]",86,1
ferradura,Ferradura,"[8410909211391, 8410909160194, 8410909106079, 8410909407053, 8410909230033, 8410909260672, 8410909105126, 8410909331020, 8410909261815, 8410909132030, 8410909210233, 8410009127011, 8410909914094, 8410909261754, 8410909108219, 8410909261792, 8410909300286, 8410909210318, 8410909261426, 8410909260719]",86,1
new-factor,"Mister Nut, New Factor","[8001645018704, 8001645009092, 8001645011156, 8001645011347, 8001645012061, 8001645011897, 8001645013822, 8001645015949, 8001645012177, 8001645002772, 8001645021353, 8001645001652, 8001645008392, 8001645004264, 8001645002529, 8001645016397, 8001645002253, 8001645002512, 8001645015208, 8001645008668]",86,1
olitalia,Olitalia,"[8007150906161, 8007150000425, 8007150900404, 8007150901005, 8007150905133, 8007150901951, 48600460, 8007150903276, 8007150905782, 8007150000029, 8007150909513, 8007150903504, 8007150903900, 8007150900008, 8007150909568, 8007150901456, 8007150905188, 8007150903634, 8007150900053, 8007150521012]",86,1
one-degree-organic-foods,One Degree Organic Foods,"[0675625127632, 0675625359064, 0675625303029, 0675625119019, 0675625104039, 0675625371073, 0675625325182, 0675625202001, 0675625389276, 0675625352034, 0675625354014, 0675625356018, 0675625357060, 0675625323072, 0675625323188, 0675625501029, 0675625142222, 0675625116018, 0675625108143, 0675625371196]",86,1
jaffa,Jaffa,"[6413600018308, 8600114007401, 8600114009870, 0009450287001, 4820192260466, 8600114000013, 8600114000020, 8600114009160, 8600114009610, 4820192261364, 4820192260282, 4820003684917, 4820192261999, 4820003684955, 8600114010241, 4820192263467, 8600101990556, 8600114005827, 8600114008088, 6413600223603]",86,1
fairlife,Fairlife,"[0841620008485, 9378387015117, 3357934020336, 0811620027960, 0811620020695, 0811620028233, 0726206203983, 0856312002795, 6773924021430, 8835980024065, 0811650021983, 9337369550008, 0811620020343, 0796410002795, 0031076869635, 9789423669339, 16200203, 0641340022118, 9568310020398, 0351652900447]",86,1
iperal,Iperal,"[8005658030821, 8005658030340, 8005658030241, 8030582505626, 8030582507927, 8005658030722, 8010995001632, 8030582801599, 8033210264612, 8005658030326, 8005658030227, 8010721979136, 8050043993960, 8005658030388, 8030582508146, 8030582021713, 8004387110033, 8005658030623, 8005658030180, 8028143970716]",86,1
leng-d-or,Leng-d´or,"[8425499199271, 8425499199073, 8425499198861, 8425499198908, 8425499174223, 8425499165221, 8425499157837, 8425499024580, 8425499092886, 8425499199134, 8425499199141, 8425499199127, 8425499199035, 8425499198885, 8425499176111, 8425499176173, 8425499187254, 8425499144646, 8425499150333, 8425499100574]",86,1
backfee,Backfee,"[42260042, 4008407013162, 4316268670722, 42413424, 4316268642996, 4316268707824, 4316268335232, 4316268619219, 4316268651646, 4316268697408, 4316268339353, 42278580, 4316268414272, 4316268413800, 4316268704014, 4316268354547, 1724967091572, 4316268672931, 4316268617055, 4316268416061]",86,1
black-forest,Black Forest,"[11150146, 0041420081286, 0041420080081, 0041420081125, 0041420080920, 0041420061844, 0041420752896, 0041420026270, 0041420018961, 4260469840555, 0041420041372, 0041420746253, 00143474, 0041420043970, 0041420020698, 0041420081309, 0041420081149, 4104760429210, 4104760441946, 0041420752902]",86,1
american,American,"[23371279, 4061427178204, 4061461437428, 2002091795733, 4061461795733, 7640141490204, 0012000800344, 4061462147265, 07485817, 21257860, 23255036, 23336285, 23379213, 4061463053855, 4061463218636, 4061459817935, 4061458047777, 4061462696329, 4061461474065, 0040232936821]",86,1
delicemer,Delicemer,"[3760036821075, 3760036825400, 3760036822515, 3760036820726, 3760036822621, 3760036822751, 3760036825271, 3760036827626, 3760036828081, 3760036821747, 3760036822522, 07507332, 3760036820016, 3760036827688, 3760036820375, 3760036822874, 3760036822768, 3760036822072, 3760036820030, 3760036820825]",86,1
ikalia,Ikalia,"[3370077580512, 3370077581915, 3370077586422, 3370077581984, 3370077586040, 3370077586118, 3370077586453, 3370077583384, 3760077183361, 3370077583339, 3370077580529, 3370077580727, 3370077583513, 3370077583582, 3370077586002, 3370077586019, 3370077586026, 3370077586187, 3370077586361, 3760077183491]",86,1
alpenzu,Alpenzu,"[8032539142649, 8032539144124, 8032539145374, 8032539145466, 8032539145404, 8032539144063, 8032539144292, 8032539143417, 8032539144254, 8032539144384, 8032539144995, 8032539144087, 8032539144810, 8032539145077, 8032539144186, 8032539141338, 8032539140010, 8032539145459, 8032539144216, 8032539145503]",86,1
naturya,Naturya,"[5060238481755, 5060238481915, 5060238480345, 5060238482820, 5060238482295, 5060238480062, 5060238480109, 5060238483513, 5060238483445, 5060238483605, 5060238482493, 0000130480055, 5060238483070, 5060238482929, 5060238480048, 5060238483704, 5060238483537, 5060238483056, 5060238480444, 5060238483339]",86,1
toschi,Toschi,"[0027484162161, 8008310050496, 8008310040596, 8008310007360, 8008310007278, 8008310012517, 8008310008534, 8008310011695, 8008310007346, 8008310002587, 8008310050397, 8008310004475, 8008310007971, 8008310003577, 8008310040640, 0027484120833, 8008310070937, 8008310004062, 80555728, 8008310001139]",86,1
mister-nut,"Mister Nut, New Factor","[8001645000860, 8001645004592, 8001645016830, 8001645015574, 8001645006060, 8001645010005, 8001645017332, 8001645800910, 8001645018643, 8001645002178, 8001645002192, 8001645008583, 8001645001799, 8001645004561, 8001645018704, 8001645009092, 8001645011156, 8001645011347, 8001645012061, 8001645011897]",86,1
taste-of-asia,Taste of Asia,"[21962868, 22828088, 22386533, 22445957, 25974034, 22220158, 20438883, 21803253, 42015581, 20477141, 24623605, 22555274, 27291832, 21001079, 7290014785588, 28156208, 21869693, 21998997, 21931758, 24676335]",86,1
fruchtbar,Fruchtbar,"[4260133232167, 4260133230248, 4260133234680, 4260133231375, 4260133233768, 4260033232113, 4260133236325, 4260133233324, 4260133232754, 4260133234574, 4260133231948, 4260133230354, 4260133230682, 4260133232464, 4260133232662, 4260133234741, 4260133230781, 4260133230361, 4260133234642, 4260133237506]",86,1
mille-et-une-huiles,Mille et Une Huiles,"[3700073116796, 3700073119902, 3700073114204, 3700073118004, 3700073100153, 3700073100405, 3700073111746, 3700073112019, 3700073113016, 3700073114198, 10433898, 3700073111470, 3700073119896, 3700073112002, 3700073118820, 3700073116116, 3700073112927, 3700073116017, 3700073119889, 3700073111531]",86,1
savor-sens,Savor & Sens,"[3760194212449, 3760194210292, 3760194202945, 3760194200491, 3760194212869, 3760194203058, 3760194206523, 3760194206745, 3760194211992, 3760194232485, 3760194212920, 3760194213453, 3760194229027, 3760194225685, 3760194226347, 3760194213781, 3760194213620, 3760194207049, 3760194207902, 3760194208701]",86,1
soezie,Soezie,"[5415196002571, 5411866957424, 5415196006951, 5411866956786, 5411866508671, 5411866940839, 5411866947791, 5411866949887, 5411866955956, 5411866956892, 5411866957806, 5415196000126, 5415196001116, 5411866939833, 5411866957790, 5411866848524, 5411866957950, 5411866958162, 5411866959350, 5415196005855]",86,1
forest-feast,Forest Feast,"[5022374046663, 5022374058222, 5022374033557, 5022374046687, 5022374051216, 5022374053555, 5022374058147, 5022374058581, 5022374047530, 5022374058628, 5022374048919, 5022374043648, 5022374053388, 5022374058161, 5022374057584, 5022374049534, 5022374050301, 5022374046007, 5022374019391, 5022374048858]",86,1
sibell,Sibell,"[3396115000316, 3396116011038, 3396110700204, 3396111101017, 3396116002104, 3396116004108, 3396116012516, 3396118127119, 3396118128406, 3396118129212, 3396119013138, 3396118128505, 3396111000136, 3396111000532, 3396116001107, 3396116001404, 3396117018104, 3396118127201, 3396118127706, 3396119012001]",86,1
landjunker,Landjunker,"[20099244, 20283452, 4056489273257, 2258423005531, 4056489132325, 4056489132219, 4056489223672, 20324421, 20832438, 4056489116288, 20757250, 2255255008648, 20308117, 20517144, 20063566, 4056489116134, 20201432, 2263905012815, 4056489127246, 20341763]",86,1
maryland,Maryland,"[0072417167935, 0072417151965, 4008088177467, 0072417180378, 0072417195389, 8400689903364, 4008088903844, 0072417175015, 4008088916479, 4008088184373, 0072417199608, 0072417180675, 0072417140693, 0072417160684, 0072417330025, 4008088184298, 0072417192937, 0072417180590, 0072417186905, 4008088444705]",86,1
grill-meister,Grill Meister,"[20252045, 20457150, 2262792007515, 20066154, 20341053, 4056489485872, 4335619032521, 4056489032229, 2814524006794, 4056489501169, 4056489143765, 4056489036227, 2262795006256, 00825079, 4056489825937, 4056489848295, 4056489664017, 2817820002453, 4056489117117, 4335619033061]",86,1
gut-drei-eichen,Gut Drei Eichen,"[4047247129954, 4047247048521, 29074327, 4047247129961, 2008080107785, 4047247130035, 4047247251235, 4047247481953, 4061458014120, 4061462315992, 00147101, 4047247012669, 4047247012676, 4061463823755, 4047247048545, 29013623, 4047247060660, 4061458016100, 4061459280593, 4047247099929]",86,1
